Kylian Mbappé, ST/LW, Paris SG, France, Value: 950, https://fifastatic.fifaindex.com/FIFA23/players/231747.png, 00001
Jack Robinson, CB, Sheffield Utd, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/199027.png, 03520
Simone Romagnoli, CB, Lecce, Italy, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198857.png, 03521
Dominick Drexler, CAM/CM/RM, FC Schalke 04, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198617.png, 03522
Martin Linnes, RWB/LB, Molde FK, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198599.png, 03523
Cristian Gamboa, RB, VfL Bochum, Costa Rica, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198553.png, 03524
Stanislav Tecl, ST, Slavia Praha, Czech Republic, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198429.png, 03525
Daniel Bentley, GK, Wolves, England, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/198350.png, 03526
Patrick Herrmann, RM, M'gladbach, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198077.png, 03527
Damian Dąbrowski, CDM, Pogoń Szczecin, Poland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198046.png, 03528
Ximo Navarro, CB/RB, Fortuna Sittard, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/198023.png, 03529
Lorenzo Crisetig, CDM/CM, Reggina, Italy, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/197926.png, 03530
Anselmo, CM/CDM/CAM, Al Wehda, Brazil, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/197402.png, 03531
Josepmir Ballón, CDM/CM, Alianza Lima, Peru, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/196434.png, 03532
Adrián, GK, Liverpool, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/194911.png, 03533
Sergi Enrich, ST, R. Oviedo, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/194879.png, 03534
Stefan Ilsanker, CB/CDM, Genoa, Austria, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/194665.png, 03535
Osmar, CB/CDM/CM, FC Seoul, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193847.png, 03536
Guido Burgstaller, ST, SK Rapid Wien, Austria, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193584.png, 03537
Milan Heča, GK, Sparta Praha, Czech Republic, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193512.png, 03538
Fredy, CM/CAM/CDM, Antalyaspor, Angola, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193461.png, 03539
Davy Pröpper, CM/CDM, Vitesse, Netherlands, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193158.png, 03540
Herrerín, GK, Valencia CF, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193152.png, 03541
Steve Cook, CB, Nott'm Forest, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193011.png, 03542
Riad Nouri, RM/LM, AC Ajaccio, France, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/193001.png, 03543
Alan Pulido, ST, Sporting KC, Mexico, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192930.png, 03544
Maxime Le Marchand, CB, Strasbourg, France, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192725.png, 03545
Romain Hamouma, ST/RM, AC Ajaccio, France, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192722.png, 03546
Sebastian Polter, ST, FC Schalke 04, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192660.png, 03547
Mato Jajalo, CDM/CM, Venezia, Bosnia & Herzegovina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192612.png, 03548
Paul Lasne, CDM/CM, Paris FC, France, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192242.png, 03549
Shkodran Mustafi, CB, Levante UD, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192227.png, 03550
Kristoffer Nordfeldt, GK, AIK, Sweden, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192129.png, 03551
Andrea Bertolacci, CM/CAM/CDM, Karagümrük SK, Italy, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/192073.png, 03552
Valon Berisha, CM/CAM/CDM, Melbourne City, Kosovo, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/191783.png, 03553
Maya Yoshida, CB, FC Schalke 04, Japan, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/191648.png, 03554
Alejandro Bedoya, CM/CDM, Philadelphia, United States, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/191173.png, 03555
Lago Júnior, LM/RM, Málaga CF, Ivory Coast, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/191135.png, 03556
Tomás Rincón, CM/CDM, Sampdoria, Venezuela, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/191053.png, 03557
Peter Pekarík, RB, Hertha Berlin, Slovakia, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190854.png, 03558
Stefan Strandberg, CB, Vålerenga Fotball, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190697.png, 03559
Stefan Frei, GK, Sounders FC, United States, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190569.png, 03560
Markus Henriksen, CB/CDM, Rosenborg BK, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190549.png, 03561
Tony Jantschke, CB/RB, M'gladbach, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190520.png, 03562
André Hansen, GK, Rosenborg BK, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190459.png, 03563
Óscar Sielva, CDM/CM, SD Huesca, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/190199.png, 03564
Bastian Oczipka, LB/LWB/CB, Arminia Bielefeld, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/189390.png, 03565
John Fleck, CM/CDM, Sheffield Utd, Scotland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/189177.png, 03566
Admir Mehmedi, CAM/CF/LW, Antalyaspor, Switzerland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/188770.png, 03567
Fredrik Gulbrandsen, ST/LW, Adana Demirspor, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/188091.png, 03568
Jakob Jantscher, ST, SK Sturm Graz, Austria, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/187498.png, 03569
Matt Ritchie, LM/LB, Newcastle Utd, Scotland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/186395.png, 03570
Ismaël Traoré, CB, FC Metz, Ivory Coast, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/184873.png, 03571
Ricky van Wolfswinkel, ST/CAM, FC Twente, Netherlands, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/184457.png, 03572
Nicolás Gaitán, CAM/CM/RW, Paços Ferreira, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/184144.png, 03573
Martin Kelly, CB/RB, Wigan Athletic, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/184037.png, 03574
Zanka, CB, Brentford, Denmark, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/183491.png, 03575
Ciaran Clark, CB, Sheffield Utd, Republic of Ireland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/183129.png, 03576
Mahmut Tekdemir, CDM/CM/CB, Başakşehir, Turkey, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/182670.png, 03577
Radim Řezník, RB/CB, Viktoria Plzeň, Czech Republic, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/180823.png, 03578
Hassan Al Haydos, RW/CAM/LW, Free Agents, Qatar, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/180561.png, 03579
Marcelo, CB, WS Wanderers, Brazil, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/180334.png, 03580
Ryan Donk, CB/CDM, Kasımpaşa, Suriname, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/178255.png, 03581
Cristian Zapata, CB, Atl. Nacional, Colombia, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/177983.png, 03582
Alexandre Oukidja, GK, FC Metz, Algeria, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/176772.png, 03583
Ritchie De Laet, RB/CB/LB, Royal Antwerp FC, Belgium, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/175932.png, 03584
James Tomkins, CB, Crystal Palace, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/173546.png, 03585
Niklas Moisander, CB, Malmö FF, Finland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/172862.png, 03586
Jonas Lössl, GK, FC Midtjylland, Denmark, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/172553.png, 03587
Manu García, CM/CDM, CD Mirandés, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/172287.png, 03588
Jonatan Maidana, CB, River Plate, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/172018.png, 03589
Caner Erkin, LB/LM, Başakşehir, Turkey, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/171875.png, 03590
Mario Suárez, CDM/CB, Rayo Vallecano, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/171018.png, 03591
Ryan Bertrand, LB, Leicester City, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/169705.png, 03592
Darren Randolph, GK, AFC Bournemouth, Republic of Ireland, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/169697.png, 03593
Nicolás Domingo, CDM/CM/CB, Patronato, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/167665.png, 03594
Tom Heaton, GK, Manchester Utd, England, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/163264.png, 03595
Daniele Padelli, GK, Udinese, Italy, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/162297.png, 03596
Sinan Bolat, GK, KVC Westerlo, Turkey, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/162220.png, 03597
Felipe Barridos, GK, LDU Quito, Ecuador, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/160162.png, 03598
Bernardo Peñena, ST, América de Cali, Colombia, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/160156.png, 03599
Johan Guerredero, CDM/CM/CAM, LDU Quito, Ecuador, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/159968.png, 03600
Eduardo Dinsol, RB/RM, América de Cali, Colombia, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/159927.png, 03601
Allan Fuentoza, LB, Cienciano, Peru, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/159913.png, 03602
Julio Alberto Barroso, CB, Everton de Viña, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/158956.png, 03603
Juan Manuel Insaurralde, CB, Sarmiento, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/153060.png, 03604
Lukas Podolski, CF/ST/CAM, Górnik Zabrze, Germany, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/150516.png, 03605
Soldado, ST, Levante UD, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/146758.png, 03606
José Sosa, CM/CDM, Estudiantes, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/143121.png, 03607
Lisandro López, ST/CAM, Sarmiento, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/142707.png, 03608
Rune Almenning Jarstein, GK, Hertha Berlin, Norway, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/104389.png, 03609
Milan Pavkov, ST, Al Fayha, Serbia, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/271642.png, 03610
Dion Drena Beljo, ST, FC Augsburg, Croatia, Value: 148, https://fifastatic.fifaindex.com/FIFA23/players/271384.png, 03611
Hrvoje Smolčić, CB, Frankfurt, Croatia, Value: 148, https://fifastatic.fifaindex.com/FIFA23/players/269402.png, 03612
Tiago Maria Antunes Gouveia, RW/LW, Estoril Praia, Portugal, Value: 158, https://fifastatic.fifaindex.com/FIFA23/players/268868.png, 03613
Almoez Ali, ST, Free Agents, Qatar, Value: 134, https://fifastatic.fifaindex.com/FIFA23/players/268772.png, 03614
Boualem Khoukhi, CB/CDM, Free Agents, Qatar, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/268771.png, 03615
Michele Collocolo, CDM/CM, Ascoli, Italy, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/268576.png, 03616
Daniel Boloca, CM/CDM, Frosinone, Romania, Value: 142, https://fifastatic.fifaindex.com/FIFA23/players/268462.png, 03617
Martin Ádám, ST, Ulsan Hyundai, Hungary, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/268097.png, 03618
Máximo Perrone, CM/CDM, Manchester City, Argentina, Value: 156, https://fifastatic.fifaindex.com/FIFA23/players/267991.png, 03619
Eduardo Santos, CB/RB, Slavia Praha, Brazil, Value: 138, https://fifastatic.fifaindex.com/FIFA23/players/267839.png, 03620
Libor Holík, RB/LB, Viktoria Plzeň, Czech Republic, Value: 136, https://fifastatic.fifaindex.com/FIFA23/players/267822.png, 03621
Henrique Araújo, ST, Watford, Portugal, Value: 158, https://fifastatic.fifaindex.com/FIFA23/players/266905.png, 03622
Yonathan Rodríguez, CDM/CM, Nacional, Uruguay, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/266689.png, 03623
Nicolás Peranic, GK, Uni. Católica, Argentina, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/265642.png, 03624
Jairo Concha, CAM/CM, Alianza Lima, Peru, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/264796.png, 03625
Bernardo Vital, CB, Estoril Praia, Portugal, Value: 148, https://fifastatic.fifaindex.com/FIFA23/players/263670.png, 03626
Giorgio Altare, CB, Cagliari, Italy, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/263647.png, 03627
Levi Colwill, CB, Brighton, England, Value: 156, https://fifastatic.fifaindex.com/FIFA23/players/262859.png, 03628
Martin Baturina, CM/CAM, Dinamo Zagreb, Croatia, Value: 160, https://fifastatic.fifaindex.com/FIFA23/players/262842.png, 03629
Giannis Kotsiras, RB, Panathinaikos, Greece, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/262815.png, 03630
Stipe Biuk, LM/LW, LAFC, Croatia, Value: 158, https://fifastatic.fifaindex.com/FIFA23/players/262585.png, 03631
Matheus Costa, CB, Marítimo, Brazil, Value: 134, https://fifastatic.fifaindex.com/FIFA23/players/262429.png, 03632
Jay Gorter, GK, Aberdeen, Netherlands, Value: 150, https://fifastatic.fifaindex.com/FIFA23/players/262262.png, 03633
Björn Meijer, LB/LM/LWB, Club Brugge, Netherlands, Value: 158, https://fifastatic.fifaindex.com/FIFA23/players/262219.png, 03634
Ezequiel Fernández, CDM/CM, Boca Juniors, Argentina, Value: 154, https://fifastatic.fifaindex.com/FIFA23/players/262151.png, 03635
Antonio Blanco, CM/CDM, D. Alavés, Spain, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/261987.png, 03636
Andrew Omobamidele, CB, Norwich, Republic of Ireland, Value: 154, https://fifastatic.fifaindex.com/FIFA23/players/261647.png, 03637
Iliman Ndiaye, ST/CAM, Sheffield Utd, Senegal, Value: 150, https://fifastatic.fifaindex.com/FIFA23/players/261188.png, 03638
Dario Špikić, RW/LW/RM, Dinamo Zagreb, Croatia, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/261145.png, 03639
Cristian Medina, CM, Boca Juniors, Argentina, Value: 150, https://fifastatic.fifaindex.com/FIFA23/players/261082.png, 03640
Ramiro Enrique, ST/LW, Orlando City, Argentina, Value: 154, https://fifastatic.fifaindex.com/FIFA23/players/261072.png, 03641
Diber Cambindo, ST, Indep. Medellín, Colombia, Value: 134, https://fifastatic.fifaindex.com/FIFA23/players/261044.png, 03642
Juan Infante, LB/LWB, Platense, Argentina, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/261016.png, 03643
Ignacio Schor, RM/RW/LM, Platense, Argentina, Value: 150, https://fifastatic.fifaindex.com/FIFA23/players/261011.png, 03644
Andreas Schjelderup, LM/LW/CAM, SL Benfica, Norway, Value: 160, https://fifastatic.fifaindex.com/FIFA23/players/260952.png, 03645
Kiliann Sildillia, RB/CB/RM, SC Freiburg, France, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/260930.png, 03646
Simon Adingra, LM/ST/LW, R. Union St.-G., Ivory Coast, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/260779.png, 03647
Kaio Jorge, ST, Juventus, Brazil, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/260644.png, 03648
Jesús Vázquez, LB/LWB/LM, Valencia CF, Spain, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/260082.png, 03649
Matías Cóccaro, ST, Huracán, Uruguay, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/259977.png, 03650
Victor Edvardsen, ST/LW, Djurgårdens IF, Sweden, Value: 132, https://fifastatic.fifaindex.com/FIFA23/players/259921.png, 03651
Pape Matar Sarr, CM, Spurs, Senegal, Value: 150, https://fifastatic.fifaindex.com/FIFA23/players/259868.png, 03652
Juan Portillo, CDM/CB/CM, Talleres, Argentina, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/259788.png, 03653
Victor Kristiansen, LB, Leicester City, Denmark, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/259762.png, 03654
Eren Elmalı, LB, Trabzonspor, Turkey, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/259754.png, 03655
Karim El Berkaoui, ST/LW/CF, Al Raed, Morocco, Value: 132, https://fifastatic.fifaindex.com/FIFA23/players/259345.png, 03656
Ousmane Doumbia, CDM/CM, FC Lugano, Ivory Coast, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/259245.png, 03657
Dion Lopy, CM/CDM, Stade de Reims, Senegal, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/259190.png, 03658
Matisse Samoise, RM, KAA Gent, Belgium, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/259043.png, 03659
Octavian Popescu, LW/CAM, FCSB, Romania, Value: 156, https://fifastatic.fifaindex.com/FIFA23/players/258942.png, 03660
Jan Paul van Hecke, CB, Brighton, Netherlands, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/258908.png, 03661
Ardian Ismajli, CB, Empoli, Albania, Value: 136, https://fifastatic.fifaindex.com/FIFA23/players/258782.png, 03662
Toti Gomes, CB, Wolves, Portugal, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/258607.png, 03663
Jon Morcillo, LM/LW, Athletic Club, Spain, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/258602.png, 03664
Evann Guessand, ST/LW, FC Nantes, France, Value: 148, https://fifastatic.fifaindex.com/FIFA23/players/258444.png, 03665
Brandon Soppy, RWB/RM, Bergamo Calcio, France, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/258407.png, 03666
Pep Chavarría, LB, Rayo Vallecano, Spain, Value: 144, https://fifastatic.fifaindex.com/FIFA23/players/258371.png, 03667
Filip Kaša, CB, Viktoria Plzeň, Czech Republic, Value: 130, https://fifastatic.fifaindex.com/FIFA23/players/258333.png, 03668
Eric Meza, RB/RWB, Colón, Argentina, Value: 140, https://fifastatic.fifaindex.com/FIFA23/players/258090.png, 03669
Matous Trmal, GK, Marítimo, Czech Republic, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/257827.png, 03670
Maduka Okoye, GK, Watford, Nigeria, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/257288.png, 03671
Oleksandr Syrota, CB, Dynamo Kyiv, Ukraine, Value: 146, https://fifastatic.fifaindex.com/FIFA23/players/257170.png, 03672
Adam Karabec, CAM/RM/LM, Sparta Praha, Czech Republic, Value: 156, https://fifastatic.fifaindex.com/FIFA23/players/256970.png, 03673
Lorenzo Colombo, ST, Lecce, Italy, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/256899.png, 03674
Márton Dárdai, CB, Hertha Berlin, Germany, Value: 152, https://fifastatic.fifaindex.com/FIFA23/players/256780.png, 03675
